service_request_id,requested_datetime,updated_datetime,e,n,service_code,status,detail,year_requested,month_requested,processing_time_days
24985,2020-06-16 11:14:14,2020-06-16 15:45:25,2680590,1250897,Abfall/Sammelstelle,fixed - council,Scherben verteilt in der ganzen Unterführung 🥴,2020,6,0.18832175925925926
24986,2020-06-16 11:23:54,2020-06-16 11:33:37,2679406,1251034,Abfall/Sammelstelle,fixed - council,Die Kunststoffsammlung ist SEHR beliebt.,2020,6,0.0067476851851851856
24987,2020-06-16 13:26:53,2020-06-16 15:27:02,2682571,1250277,Strasse/Trottoir/Platz,external,"Grosse Signaltafel löst sich, vermutlich ein Sturmschaden. (Bild vom 13.6., falls seither schon behoben)",2020,6,0.0834375
24988,2020-06-16 14:19:35,2020-06-26 08:56:42,2682419,1247055,Graffiti,fixed - council,Sehr viel Graffiti in der Unterführung Sihlamtsstrasse.,2020,6,9.775775462962963
24989,2020-06-16 14:21:54,2020-06-16 15:49:28,2681930,1246418,Abfall/Sammelstelle,fixed - council,Kaputtes Fahrrad liegt seit einem Jahr bei der Unterführung Sihlpromenade.,2020,6,0.06081018518518518
24990,2020-06-16 14:23:30,2020-06-26 08:53:51,2681932,1246473,Graffiti,fixed - council,Sehr viel neue Graffiti in der Unterführung.,2020,6,9.771076388888888
25001,2020-06-17 12:59:31,2020-06-25 11:33:28,2681591,1252469,Grünflächen/Spielplätze,fixed - council,Wände bei Hütte wurden demoliert.,2020,6,7.940243055555555
24991,2020-06-16 16:12:21,2020-06-18 08:27:01,2681871,1246040,Allgemein,external,"Ich lebe in Gebaude gegenüber seit 2 Jahren und in dieser Zeit kommt in diesen Garten immer mehr zu Sammlung von verschiedenen Abfall, ich befürchte schon es gibt da auch Mäuse. Bitte um Unterstützung, danke vielmals.",2020,6,1.6768518518518518
24992,2020-06-16 16:25:57,2020-06-17 08:52:02,2681576,1247093,Allgemein,external,Defektes Fahrrad mit platten Reifen steht hier schon seit mind. 1 Jahr.,2020,6,0.6847800925925925
24993,2020-06-16 17:53:28,2020-06-17 08:57:01,2682038,1246985,Allgemein,external,"Bitte Hecke zwischen Strasse und Baum tief schneiden, damit die entgegenkommenden Velofahrer wieder gesehen werden. Die Stelle ist auch so schon sehr gefährlich.",2020,6,0.6274652777777778
24994,2020-06-16 19:00:48,2020-06-16 19:27:37,2679627,1246925,Schädlinge,fixed - council,Tigermücke?,2020,6,0.018622685185185187
24995,2020-06-16 20:17:27,2020-07-06 15:34:27,2681771,1243466,Signalisation/Lichtsignal,fixed - council,"Kein Schaden, aber ein Input. Seit die Tuchmacherstrasse bei der Einmündung Butzenstrasse fertig gebaut ist, ist es aus Sicht der Fussgänger so, dass die beiden existierenden Fussgängerstreifen nicht am richtigen Ort sind. Viele gehen von der Bruchstrasse direkt über die Strasse (ohne Fussgängerstreifen) weiter in die Tuchmacherstrasse. Könnten die beiden existierenden Fussgängerstreifen abgeschafft und durch einen neuen ersetzt werden? Dieser würde gemäss meinen Beobachtungen den Bedürfnissen entsprechen.",2020,6,19.803472222222222
24996,2020-06-16 21:35:57,2020-06-17 08:57:01,2682266,1247911,Allgemein,external,Reklame im Luftraum,2020,6,0.472962962962963
24997,2020-06-17 07:26:57,2020-06-17 08:57:01,2682928,1247755,Allgemein,external,Seit Monaten blockiert diese Veloleiche vor der Migros City einen der raren Veloparkplätze. Bitte entfernen.,2020,6,0.0625462962962963
24998,2020-06-17 08:39:26,2020-06-17 11:25:32,2680122,1249584,Graffiti,fixed - council,FCZ Schmiererei,2020,6,0.11534722222222223
24999,2020-06-17 09:10:31,2020-06-17 13:39:44,2681966,1247758,Beleuchtung/Uhren,fixed - council,EWZ Kasten verklebt und versprayt,2020,6,0.1869560185185185
25003,2020-06-17 14:10:51,2020-06-17 14:26:55,2683796,1249702,Abfall/Sammelstelle,fixed - council,Abfall am Wegesrand,2020,6,0.011157407407407408
25004,2020-06-17 15:09:11,2020-06-25 11:07:19,2682454,1246519,Strasse/Trottoir/Platz,fixed - council,Das Treibstoffdepot der Baustelle wurde gleich neben den einzigen Aschenbecher aufgestellt. Gefahrenquelle,2020,6,7.832037037037037
25005,2020-06-17 16:46:44,2020-06-18 11:57:07,2682182,1246212,Abfall/Sammelstelle,fixed - council,Beschädigte Velo / Trottinett plus heruntergefallenen Ast liegen direkt neben dem Wartehäuschen der VBZ,2020,6,0.7988773148148148
25006,2020-06-17 17:40:08,2020-06-18 11:55:29,2682741,1246628,Abfall/Sammelstelle,fixed - council,"Sehr geehrte Damen und Herren <br/>  <br/> Bitte betrachten Sie die Bilder genau. Die Glasplatten hinter dem Elektrokasten müssen entsorgt werden. Unglaublicher Vandalismus, Schäden für die ganze Stadt. <br/>  <br/> Besten Dank für die Ausführung. <br/>  <br/> Mit freundlichen Grüssen",2020,6,0.7606597222222222
25007,2020-06-18 07:56:18,2020-06-18 11:00:28,2680087,1251116,Abfall/Sammelstelle,fixed - council,Es wurde wieder fleissig Müll liegen gelassen. Bitte bei allen Bänken eine Kontrolle machen. Dankeschön,2020,6,0.12789351851851852
25008,2020-06-18 11:31:23,2020-06-23 13:27:23,2683670,1247142,Beleuchtung/Uhren,fixed - council,Die Strassenlaterne am Eckhaus ist kaputt. Sie leuchtet nicht mehr.,2020,6,5.080555555555556
25009,2020-06-18 14:24:09,2020-06-19 17:21:34,2682447,1245723,Graffiti,fixed - council,"Graffiti am neu renovierten ""Hexenhüsli"" Graffiti an Statue",2020,6,1.1232060185185184
25010,2020-06-18 14:25:09,2020-06-19 17:19:17,2682447,1245723,Graffiti,fixed - council,"Graffiti am neu renovierten ""Hexenhüsli""",2020,6,1.1209259259259259
25011,2020-06-18 15:45:35,2020-06-19 17:17:19,2682498,1245765,Graffiti,fixed - council,Graffiti an Statue im Rieterpark,2020,6,1.0637037037037036
25012,2020-06-18 16:22:52,2020-06-19 13:29:57,2683594,1247121,Brunnen/Hydranten,fixed - council,"Der Brunnen ist leer, das Wasser abgestellt, warum?",2020,6,0.8799189814814815
25023,2020-06-19 17:05:32,2020-06-24 08:14:17,2679411,1250408,Grünflächen/Spielplätze,fixed - council,"Bleibt dieser Kiesboden? Und warum wurde da von Blumenwiese als Antwort mir gesagt? <br/>  <br/> In der Kategorie Grünflächen/Spielplätze gemeldet 14:46, 19. April 2020 <br/>  <br/> Photo of this report Eine Frage: Seit Samstag, 18.04.2020, wurde an der Winzerhalde die Grünfläche bearbeitet. Ein Teil der Rasenfläche wurde entfernt. Nackter Boden jetzt. Warum? Was soll das werden? Vielen Dank für eine Information. <br/>  <br/> Meldungen auf der Karte Antwort 10:47, 21. April 2020 <br/>  <br/> Vielen Dank für Ihre Meldung. Die Rasenflächen entlang der Winzerhalde werden im Rahmen der Bauarbeiten am Flussbad Au-Höngg ökologisch aufgewertet. Hierzu wird in Bereichen der bestehende Rasen entfernt und artenreichere Blumenwiesen angesät. Freundliche Grüsse Ihre Stadt Zürich",2020,6,4.631076388888889
25013,2020-06-18 16:54:29,2020-06-29 14:26:07,2685566,1251579,Signalisation/Lichtsignal,fixed - council,Von der Überlandstrasse her leitet einem der Veloweg direkt in die Mischzone auf dem Trottoir. Diese hört dann allerdings an der Kreuzung Herzogenmühlestrasse/ Luegislandstrasse auf. Es fehlt jegliche Signalisation wie man in Richtung Schwamendingerplatz weiterfahren soll. Regelmässig kommt es deshalb zu gefährlichen Manövern im Kreuzungsbereich. Ich bitte sie deshalb diese Stelle dringend zu verbessern und eine klare Wegführung für Velofahrende umzusetzen.,2020,6,10.896967592592592
25014,2020-06-18 17:43:25,2020-06-19 09:13:57,2685124,1246109,Signalisation/Lichtsignal,fixed - council,Zürich 7 Fussgänger-Tafel bei der haltestelle hedwigsteig verdreht,2020,6,0.6462037037037037
25015,2020-06-18 18:21:37,2020-06-19 08:17:53,2684816,1251196,Abfall/Sammelstelle,fixed - council,Zeitungen wurden am 16.Juni nicht mit genommen.,2020,6,0.5807407407407408
25016,2020-06-18 20:11:43,2020-06-19 10:12:06,2682370,1247760,Strasse/Trottoir/Platz,fixed - council,"Als langjährige Anwohnerin vermisse ich an der Ecke Müllerstrasse/Rotwandstrasse öffentlichen Velobügel. Die wenigen vorhandenen Bügel an der Ecke sind immer überladen und die vielen Velos der Anwohner, Gastro-/und Gewerbenutzenden um die Müllerstrasse 51, 55 und 56 müssen ihren Platz ungesichert und ungeordnet an den Fassaden und in den Hausdurchgängen finden.",2020,6,0.583599537037037
25017,2020-06-19 09:21:04,2020-06-19 17:16:55,2684446,1250894,Graffiti,fixed - council,"Grosse, rote Beschriftung im Aufzug der Tramhaltestelle Wald Garten. Scheinbar mit Edding oder Ähnliches geschrieben.",2020,6,0.33045138888888886
25018,2020-06-19 11:15:53,2020-06-19 11:30:03,2683812,1250493,Signalisation/Lichtsignal,fixed - council,"Lichtsignal seit Wochen inaktiv, kurz vor Einfahrt Tierspital/Kleintierklinik. <br/>  <br/> Sorry, habe kein Foto gemacht, war am fahren.",2020,6,0.009837962962962963
25019,2020-06-19 12:20:30,2020-06-19 14:07:02,2678344,1248967,Strasse/Trottoir/Platz,external,Verwaistes Publibike seit etwa einer Woche.,2020,6,0.07398148148148148
25020,2020-06-19 12:59:25,2020-06-19 16:16:30,2679406,1251034,Abfall/Sammelstelle,fixed - council,Die Kunststoffsammlung ist wieder VOLL.,2020,6,0.13686342592592593
25021,2020-06-19 13:08:14,2020-06-22 10:32:39,2682883,1247813,Strasse/Trottoir/Platz,fixed - council,"Guten Tag, ab der Usteribrücke den Schanzengraben entlang gibt es einige defekte Holzbretter auf dem Weg.",2020,6,2.8919560185185187
25022,2020-06-19 16:29:19,2020-06-19 16:49:30,2682591,1251650,Abfall/Sammelstelle,fixed - council,Abfall (Möbelstücke) blockiert den Weg zum Haus. Der Abfall liegt seit mehrere Wochen da.,2020,6,0.014016203703703704
25025,2020-06-20 09:18:39,2020-06-24 08:16:51,2683026,1252125,Grünflächen/Spielplätze,fixed - council,Guten Tag Muss der blaue Turm immer noch geschlossen sein? Es steht ein großes Gitter davor. ,2020,6,3.9570833333333333
25026,2020-06-20 10:15:01,2020-06-22 10:22:02,2678746,1250289,Grünflächen/Spielplätze,external,. Sahen Essigbäume (Neophyten) zwischen Entsorgungsplatz Werdhölzli und Schaustellerplatz.,2020,6,2.0048726851851852
25027,2020-06-20 10:17:36,2020-06-24 08:19:11,2682196,1245635,Grünflächen/Spielplätze,fixed - council,Schön wurde der Spielplatz neu gemacht aber leider haben die Katzen auch Freude an den Sandkasten. Wäre es möglich eine Abdeckung zu versehen die man einfach auf und zu rollt? Auch wäre ein Tor zur Waffenplatzstrasse sinnvoll da die Kinder sehr rasch auf die Strasse rennen können und die Distanz vom Spielplatz zur Strasse sehr kurz ist.,2020,6,3.9177662037037035
25028,2020-06-20 12:05:44,2020-06-24 08:24:39,2683244,1251143,Grünflächen/Spielplätze,fixed - council,Auf dem Kinderspielplatz Föhrenwald ist der Wasserhahn des Kinderplansch-Staugebilde abgestellt. Bitte Wasserhahn aufdrehen.,2020,6,3.8464699074074074
25029,2020-06-20 12:32:21,2020-06-22 14:08:21,2682882,1250050,Grünflächen/Spielplätze,fixed - council,Bauabschrankung vor tiefem Graben geöffnet. Ort: Pavillion beim Schulhaus Milchbuck. Gestern Abend hat eine Gruppe junger Leute am Tisch neben dem Pavillion bis 23.00 Uhr gefeiert***,2020,6,2.066666666666667
25030,2020-06-20 13:04:53,2020-06-24 10:02:02,2681666,1247460,Allgemein,external,"Das Motorrad steht seit über 2 Jahren unbenutzt an dieser Stelle, ohne Nummernschild, und nimmt den Velos Platz weg. Wäre super, wenn es entfernt würde.",2020,6,3.8730208333333334
25031,2020-06-20 14:48:58,2020-06-24 12:42:29,2682360,1245937,Beleuchtung/Uhren,fixed - council,Wie auf dem Bild ersichtlich ist der Verschluss offenbar weggefallen oder entfernt worden,2020,6,3.912164351851852
25032,2020-06-20 15:23:47,2020-06-23 21:13:55,2683114,1251639,Strasse/Trottoir/Platz,fixed - council,Geländer an mehrern Orten verbogen. Ist schon seit Jahren so. Privatgrund ? Besten Dank,2020,6,3.243148148148148
25033,2020-06-20 16:44:13,2020-06-22 10:57:58,2681867,1245988,Strasse/Trottoir/Platz,fixed - council,"Guten Tag, Jemand hat hier die Fasade beschädigt. Es könnte ein Teil auf das Trottoir fallen.",2020,6,1.7595486111111112
25034,2020-06-20 17:00:57,2020-07-01 11:25:35,2680944,1249390,Graffiti,fixed - council,Stark verschmierte und verklebte Betonpfeiler der Brücke.,2020,6,10.767106481481482
25035,2020-06-20 17:07:38,2020-06-22 09:13:29,2680579,1249719,Abfall/Sammelstelle,fixed - council,Zwei Schrottvelos,2020,6,1.6707291666666666
25036,2020-06-20 17:09:47,2020-06-22 10:34:55,2680887,1248426,Strasse/Trottoir/Platz,fixed - council,Viel Löcher hier,2020,6,1.725787037037037
25039,2020-06-20 17:12:43,2020-06-22 16:22:02,2680647,1249650,Allgemein,external,Der schon gemeldete Roller steht immer noch da,2020,6,1.9648032407407408
25040,2020-06-20 17:14:23,2020-06-22 17:21:04,2681489,1246999,Strasse/Trottoir/Platz,fixed - council,"Schlossgasse gegenüber der kleinen Kirche Vor längerem ist das Trottoir aufgerissen worden, wieder zugeschüttet aber noch nicht asphaltiert worden. Durch den längeren Regen bilden sich grosse Pfützen und da Autos daneben stehen, kommt man nicht vorbei ohne nass und schmutzig zu werden. Ist das etwa in Vergessenheit geraten?",2020,6,2.0046412037037036
25041,2020-06-20 17:48:27,2020-06-22 09:48:50,2682753,1246875,Abfall/Sammelstelle,fixed - council,Kartonberg...,2020,6,1.6669328703703703
25042,2020-06-20 20:10:58,2020-06-24 08:27:52,2682860,1246340,Grünflächen/Spielplätze,fixed - council,"Die Konstruktion wackelt und könnte Leben gefährden. Bitte sofort demontieren. Eingang Park General Guisan Quai, Fussgängerstreifen zu Scor, Eingang Seepromenade beim Opernhaus, zweite Installation 100m weiter richtung Seefeld. Laut Zeitungsberichten, wird es keine Parade mehr geben, demzufolge braucht die Stadt diese gefährlichen Stangen nicht mehr für Elektroinstalationen.",2020,6,3.511736111111111
25043,2020-06-20 21:05:17,2020-06-22 09:58:01,2683189,1251126,Abfall/Sammelstelle,fixed - council,"Pls urgently pick up a box of paint that someone from the Siedlung deponiert haben. Da bestehst die hoch Gefahr das die Jügend die dem Wald als Festplatz benutzen, die Farbe bald finden und Sachschaden machen.",2020,6,1.5366203703703705
25044,2020-06-20 21:34:38,2020-06-24 10:07:01,2682351,1249469,Allgemein,external,Trottoir und Parkplätze sind versperrt durch Vehikel,2020,6,3.522488425925926
25045,2020-06-20 21:42:02,2020-06-22 15:47:01,2683255,1246924,Allgemein,external,Trottinette versperrt Rampe zur Nationalbank,2020,6,1.753460648148148
25046,2020-06-20 22:28:39,2020-07-05 14:17:59,2686044,1245007,VBZ/ÖV,fixed - council,Fahrleitungssäule bei kreuzung witellikerstrasse/enzenbühlstrasse mit schwarzer farbe besprüht,2020,6,14.65925925925926
25047,2020-06-21 07:34:25,2020-06-24 12:45:13,2680468,1253011,Beleuchtung/Uhren,fixed - council,Abdeckung am Lampenmast ist weg.,2020,6,3.2158333333333333
25048,2020-06-21 08:15:12,2020-06-22 14:27:26,2682181,1248793,Strasse/Trottoir/Platz,fixed - council,Absperrpfosten defekt.,2020,6,1.2584953703703703
25049,2020-06-21 09:18:44,2020-06-22 09:59:22,2680839,1248562,Abfall/Sammelstelle,fixed - council,"Auf dem Spielplatz Hardau hat es viel Abfall, Flaschen, etc.",2020,6,1.0282175925925925
25050,2020-06-21 12:38:22,2020-06-22 10:00:59,2680119,1247137,Abfall/Sammelstelle,fixed - council,"Guten Tag Der städtische Spielplatz (No70) am Triemlifussweg wurde mindestens seit 2 Wochen nicht geputzt. Müll, Hundetüte, Getränkekarton auf dem Boden. Ich würde Sie gerne darum bitten den Spielplatz aufzuräumen, und möglicherweise immer zu kontrollieren wenn die Kübel am Triemlifussweg geleert werden. Zusätzlich: könnte man hier eine Mülltonne aufstellen? Scheinbar können Jugendliche die den Spielplatz abends “benutzen” nicht bis zur nächsten laufen. Besten Dank Agnes den Otter",2020,6,0.8907060185185185
25051,2020-06-21 13:21:11,2020-06-22 10:35:21,2679950,1246940,Abfall/Sammelstelle,fixed - council,Sehr geehrte Damen und Herren Entlang des kleines Weges in der Seite der Socar-Tanke ist alles vollgemüllt. Wahrscheinlich beim gemütlich am Auto stehen und reden wird einiges “vom Wind weggeweht”. Ich bitte Sie um aufräumen. Könnte die Tanke nicht angeordnet werden das Wegli zu maintainen? Es sind doch ihre Kunden die die Müll da lassen. ,2020,6,0.8848379629629629
25052,2020-06-21 13:25:56,2020-06-25 11:35:57,2681919,1250828,Grünflächen/Spielplätze,fixed - council,"Umweltverschmutzung <br/>  <br/> Nach der Meldung https://www.zueriwieneu.ch/report/24845 ist mit dem Bauabfall an diesem Ort (2681920 / 1250828) in den vergangenen zwei Wochen genau nichts passiert. <br/>  <br/> Statt die Vliesreste auszugraben und sie ordentlich zu entsorgen, wie Artikel 31c des Umweltschutzgesetzes es verlangt, versucht man sie nun einfach mit der Tragschicht zu überdecken. Es handelt sich bei diesem Material offensichtlicherweise nicht um verlegtes Drainagevlies, sondern um weggeworfene Reste und Fetzen, um deren korrekte Entsorgung man sich foutiert. <br/>  <br/> Eine Verletzung der Entsorgungspflicht nach Artikel 31c Umweltschutzgesetz ist strafbar, siehe § 39 Abfallgesetz. <br/>  <br/> ",2020,6,3.923622685185185
25053,2020-06-21 14:02:32,2020-06-22 17:20:14,2682898,1252354,Strasse/Trottoir/Platz,fixed - council,"Abflussdeckel hat relativ breiten offenen Spalt, wo ein normaler Velopneu ohne weiteres durch passt. Der Deckel ist auf einem Velostreifen. Die Öffnung ist zwar relativ nah am Randstein.. Wenn aber mal einer zufällig etwas nah am Randstein fährt, ist das relativ gefährlich.",2020,6,1.1372916666666666
25054,2020-06-21 16:18:36,2020-06-24 10:07:01,2683325,1248081,Allgemein,external,Velo in der Limmat,2020,6,2.7419560185185183
25055,2020-06-21 18:19:27,2020-06-22 10:37:10,2679828,1250868,Abfall/Sammelstelle,fixed - council,Die neue Kunststoffsammelstelle ist bereits sehr überfüllt.,2020,6,0.6789699074074074
25056,2020-06-21 19:44:37,2020-06-22 18:09:57,2682025,1251905,Schädlinge,fixed - council,Höchstwahrscheinlich eine Tigermücke,2020,6,0.9342592592592592
25057,2020-06-21 21:49:13,2020-06-24 11:48:23,2682743,1253371,Grünflächen/Spielplätze,fixed - council,"Der Feldweg hat viele und tiefe Schlaglöcher die sich durch Regen füllen. Die Autos (Zubringer Schrebergärten und Abenteuerspielplatz) weichen den Löcher aus und befahren die Wiesen vom Landwirt. <br/>  <br/> Das Foto ist nur eine Illustration, da ich keins zur Hand habe. Danke fürs Verständnis",2020,6,2.5827546296296298
25058,2020-06-22 06:26:50,2020-06-23 08:15:22,2680267,1245876,Abfall/Sammelstelle,fixed - council,"Alle Weekends wieder und noch keine Lösung?! ...obwohl ich 2 (App-Optimierung und Tafel), die einfach umzusetzen wären, vorgeschlagen habe. <br/>  <br/> Die Tafel wurde bei uns im Quartier umgesetzt (sie Foto 2). <br/>  <br/> Wie siehts aus? Ich bin nach wie vor dabei euch zu unterstützen!!! <br/>  <br/> Gruss",2020,6,1.0753703703703703
25059,2020-06-22 07:03:49,2020-06-22 11:09:30,2686707,1245690,Abfall/Sammelstelle,fixed - council,Littering,2020,6,0.17061342592592593
