,detail
60998,"Die Abfalleimer im Park werden nur selten geleert. Sie sind oft überfüllt, und es riecht unangenehm, wenn man durch den Park läuft."
60999,Ausgelaufenes Öl / Scherben
61005,Abfallsack
61007,Bauschutt auf dem Trottoir
61008,Sie sehen es auf der Foto.
61011,Eine tote Taube - Marktgasse
61012,Velos stehen da
61020,Matratze
61021,Teppich
61022,Ausgeschlachteter Scooter
61023,Bettrost
61024,Sack mit Abfall
61025,Bügelbrett
61026,Möbel
61028,Elektro
61029,Abfallsack
61030,Mobiliar
61032,Abfall
61033, hat wiedermal Müll entsorgt.
61036,Palettten und Abfall
61037,Abfallsack
61038,Sessel
61044,Müll auf Trottoir
61052,Jemand hat bei der Glassammelstelle ein Sofa entsorgt.
61054,Mobiliar
61057,Abfall
61059,Gestohlen oder entsorgter Elektroroller steht seit Monaten hier.
61062,Öl Tank sind undicht bereits etwa 4 liter öl ausgelaufen
61066,Loser Abfall - zum x-ten Mal.....
61067,Abfall verteilt
61068,Abfall verteilt
61070,Seit über 1 Woche liegt hier beim Brunnen illegal entsorgter Abfall.. :( Besten Dank für Abholen.
61073,"Kübel sind übervoll, Abfall liegt verstreut (durch Wildtiere?) neben Abfallkübeln auf Weg, Wiese an der Limmat zwischen blauer Brücke und Werdinselkiosk/Badi."
61074,"Luggwegstrasse 115, gegenüber <br/>  <br/> Sofa auf dem Trottoir"
61075,Defekter Stuhl
61078,Grüezi es ist 11.30 Uhr und es sieht so aus... für mich ein nogo... 2 Säcke habe ich gefüllt Spielplatz Seite. <br/>  <br/> Bitte weitersagen...
61079,Container versperren das Trottoir
61080,Möbel auch auf dem Trottoire Zwinglihaus. Unser Müll wird wegen Fremdkörpern nichtmehr geleert. Der Müll stand zuvor eine Woche vor der Aemtlerstrasse 37 auf der Straße und stammt aus dieser Liegenschaft.
61083,Velo kaputt
61087,Abfalll beim Brunnen beim Bhf Wiedikon
61092,Müll in Bach
61093,Abfall liegt beim Baum
61094,Illegale Abfallentsorgung.
61095,Monitor und Abfall
61096,Mobiliar ubnd Abfall
61097,Abfall
61098,Lampe
61104,Vandalismus - Stühle wurden zerstört und in Hornbach geworfen bei Ecke Hornbachstrasse 41 / Dufourstrasse
61105,Karton liegt seit der Kartonabfuhr am Mittwoch auf dem Trottoir.
61106,Karton liegt seit der Kartonabfuhr am Mittwoch auf dem Trottoir.
61109,Bitte säubern danke
61117,Seit mehr als 1 Woche wird hier Abfall entsorgt
61118,"Verschmutzung Spielplatz, Tischtennisplätze"
61119,Vor unserer Garage hat jemand illegal ein Sportgerät entsorgt. Den Besitzer konnten wir nicht ausfindig machen. Das Gerät steht bereits 2 Wochen dort.
61128,Verlassenes und vandalisiertes Velo
61134,Abfall
61140,Matratze und kaputtes Pult auf dem Trottoir abgestellt.
61141,Zigaretten überall
61142,Abfall
61143,Möbelstück
61145,"Im Fabrikkanal im Naturschuzgebiet staut sich Abfall- Schuh, Alu, Pet, Bälle. Vielen Dank"
61146,Monitor
61147,"Jemand hat ihre Mühl hintergelassen, Pizza Karton und viel viel Bier:( Es ist neben dem Biogas Station am Limmat! Danke für Ihre Hilfe! Liebe Grüsse, Reka Herczeg"
61148,Sessel
61150,Seit Mittwoch riecht es immer wieder sehr unangenehm nach Kanalisation in der Herdernstrasse. Danke für die Prüfung.
61153,"Rund um den Schlachthof stinkt es sehr stark. Der Geruch ist faulig, möglicherweise von Mist oder Kadavern."
61154,"Der erneute Spielplatz 78a ist sehr beliebt geworden, während vor dem Umbau Werktags 17:00-19:00 bzw. am Wochenende ca. 5-7 Personen (ausgenommen kita Gruppen) anwesend waren sind es nun erstaunliche 50-70 Personen - Faktor 10. Dies führt nun zu regelmäßig übervollem Abfallbehälter sowie Fäkalien-Problematik, nicht jeder kennt die nahen Toiletten im Enge Treff / Museum Rietberg bzw. ist bereit eine dort auf zu suchen falls noch offen - über die Sommermonate muss mit Fäkalien in der Umgebung gerechnet werden."
61155,Someone drop all this stuff. It is already dated from one week.
61156,Abwasser-Dole verstopft.
61157,Illegale abfallentsorgung
61158,Illegale abfallentsorgung
61159,Illegale Abfallentsorgung. Auch im Bioabfall
61160,Illegale Entsorgung
61165,Sofas lagern hier.
61166,Pult
61167,Velo wurde hier entsorgt
61169,Das Regenwasser fliesst wieder mal nicht ab. Duschgefahr für Füssgänger beim Durchfahren von Fahrzeugen.
61171,Riesige Pfütze am Fahrbahnrand General-Guisan-Quai seeseitig Höhe Carparkplatz vor Schanzengraben. Wenn Autos vorbeifahren spritzt es teils bis auf die Kiesfläche und duscht damit Velofahrer und Fussgänger.
61172,Abfall
61175,An der Neunbrunnenstrasse 209-215 hat die Kartonabfuhr vom 2.Mai vergessen unsere Kartons abzuholen. Danke
61176,"Leider benützen verschiedene Personen des Quartiers diesen Ort immer wieder als Abfallablagerung, was teilweise sogar unseren Hauseingang versperrt. Ausserdem steht schon seit Wochen ein E-Töffli dort."
61180,Illegale Abfallentsorgung
61181,Abfluss verstopft
61183,Illegal abgestellter Sperrmüll
61184,Das weisse fahrrad mit rotem sattel steht schon über ein jahr hier.
61186,"Im Quartier liegt überall Müll herum hauptsächlich Karton vermischt mit anderen Abfall. Vermutlich hängt es zusammen mit der Müllabfuhr, die heute war. Überall sind auch Kleber angebracht wie man entsorgen soll was grundsätzlich gut ist aber einfach irgendwie angebracht wurden teilweise an Pfosten schräge oder über Text wo eigentlich wichtig wäre."
61187,"Im Quartier liegt überall Müll herum hauptsächlich Karton vermischt mit anderen Abfall. Vermutlich hängt es zusammen mit der Müllabfuhr, die heute war. Überall sind auch Kleber angebracht wie man entsorgen soll was grundsätzlich gut ist aber einfach irgendwie angebracht wurden teilweise an Pfosten schräge oder über Text wo eigentlich wichtig wäre."
61190,Die Sammelstelle ist TÄGLICH mit Abfall überhäuft. Ist einfach eine Schweinerei. Der Tell-Tex Container besser wegstellen. Danke
61194,Karton zu frueh
61195,Karton zu frueh
61196,Karton zu frueh
61197,Karton zu früeh
61198,Abfall
61200,Sofa oder bett entsorgt
61204,Die Bettroste liegen immer noch da
61212,Abfall
61217,Entsorgtes sofa
61218,Strassenreinigung Vielen dank
61220,Abfall
61225,"Ich bin ja kein abfallfundi, aber das verstehe ich nun wirklich nicht. im ganzen quartier wurden offensichtlich die verkehrsschilder bzw pfosten von klebern befreit. nun liegt der „mikroplastik“ um die pfosten herum auf der strasse und wird sich mit der zeit in die natur/kanalisation verteilen. oder wird das noch eingesammelt? die hoffnung stirbt zuletzt… ;-/"
61226,Bei ZPU 84 am Bahngleis Pneus.
61227,Abfall wie jeden Tag Kontrolle nötig
61231,Schrottvelo
61232,Abfall
61237,Bettgestell mit Matratze liegt Seite 2 Wochen herum.
61238,"Bei mindestens drei Kleiderentsorgungsstellen fehlen seit Wochen die leeren Säcke. Ich frage mich, wie ich die Kleider so sachgemäss entsorgen soll. Sie einfach in den Container stopfen???"
61241,Nasse Kleider und Lederwaren auf einem Haufen.
61242,Unterführung zum Bahnhof Hardbrücke. Einkaufswagn mit Abfall drin. Überall liegt Abfall herum.
61243,Entsorgung
61244,Ständig liegt hier überall Abfall aus illegaler Entsorgung herum. Wann unternimmt die Stadt Zürich endlich etwas wirksames gegen Littering? Für ein weniger verwahrlostes Zürich Nord.
61246,Bitte Sperrmüll entsorgen. Liegt jetzt schon seit einer Woche hier. Danke.
61248,Abgestellter Toubler weiss
61249,Übervoller Abfallkübel an der Haltestelle
61255,Am Zaun des Schulhauses Zurlinden (Seite Stationsstrasse) hat es wieder Sperrmüll: ein demontiertes Bett.
61259,Kaputter Servierwagen
61261,Seit einer Woche liegt hier ein Scherbenhaufen.
61265,Palette mit Karton
61267,Einkaufswägeli
61268,Schrottvelos
61269,Koffer
61277,"Warum scheint dies der grösste Hundescheissplatz von Zürich zu sein? Unglaublich. Warum keine Säckli für Scheiss? Was würde man sagen, wenn man die Kinder überall hinmachen lassen würde? <br/>  <br/> Ich räume es wie immer weg!"
61284,Wilder Müll
61286,Karton liegengelassen
61288,Kleine Holzkomode
61296,Steht immer noch da
61300,"Es ist überall Karton am Strassenrand in der Fröhlichstrasse & Dufourstrasse <br/>  <br/> Ist es möglich eine Meldung an die Bewohner zu machen, wann genau Karton auf die Strasse zu stellen ist? <br/>  <br/> Vielen Dank"
61304,"Hier liegt schon seit Monaten ein defektes (gelbes) Velo, wahrscheinlich geklaut."
61305,Entsorgung
61314,"Dieses Palette steht schon seit Monaten auf dem Trottoir herum . Also auf einem öffentlichen Grund. Ich habe auch die betroffene Firma angeschrieben, aber keine Reaktion erhalten. An der Ecke Höfliweg/Birmensdorferstr."
61317,"? Kehrgerät? verliert Eisenzinken. Gefunden in ZH Affoltern zwischen Forschungsanstalt Reckenholz, Restaurant Waidhof, Kreisel Altersheim, Autobahnüberführung Horensteinstr., Kehrplatz Im Isengrind. Am Foto ist nur ein Tei der Zinken abgebildet."
61323,Kot auf dem Gehweg
61326,"Saumackerstrasse 107, da wurde ein Lattenrost deponiert"
61333,"Mehr Müllhalde? Braucht es an einer chronisch versifften Unterflur-Sammelstelle wirklich noch zwei Alu-Sammelboxen, die als Müllmagnet funktionieren?"
61334,Wurde nicht abgeholt.
61341,Wurde von Personen der heinrichstrasse 68 deponiert am 3.5.25
61343,Trotti im Bach
61345,Lampe
61346,Spiegel
61351,Diverser Schrott
61352,Möbel
61354,"Seit Wochen liegt vor dem Haus Badenerstr. 557 dieser „Stuhl“ herum. Es fällt auf, dass vor diesem Haus immer wieder Diverses (Kleider, Spielsachen, Möbel etc) „ Gratis zum mitnehmen„ d.h. entsorgt wird…."
61356,Abfall
61361,Falscher Zeitpunkt
61363,"Hier ist jemand bemüht, dass fahruntaugliche Velos an öffentlichen Ständern angekettet bleiben. Aus unerfindlichen Gründen werden die blauen Markierungen der Stadt weggedreht bzw. entfernt, obwohl die Velos nicht benutzt werden…"
61364,…
61365,Seit 10 Tagen hier und es kommt immer mehr Abfall dazu
61367,SCHERBEN AM BODEN. Zudem alles versprayt.
61368,Abfall auf der Straße deponiert
61369,Abfall
61370,Die Bürgersteig ist voll mit Vogel Kaki und Kotze
61376,Schrottvelo
61377,Veloschrott
61378,Schrottvelo
61379,Schrottvelo versperrt den Weg
61380,DVDs
61382,Möbel und Abfall illegal entsorgt
61385,Ab und zu werden an dieser Stelle Sperrmüll entsorgt und bleiben wochenlang liegen. Dieses Sofa z.B. steht hier schon seit etwa zwei Wochen. <br/>  <br/> Vielen Dank im Voraus für die Kenntnisnahme.
61386,"Tischtennis-Platte, Altpapier, Karton, PET-Flaschen"
61388,Illegal entsorgt
61391,Matratze
61398,Sessel und weiter vorne ein Tischfuss
61399,Matratze uund Kindersitz
61400,Mobiliar
61401,Möbel mit Schuhen
61402,Stuhl
61403,Matratze
61404,Stuhl
61406,Unglaublicher Haufen von Unrat über mehrere Wochen nicht entsorgt.
61407,Greuzi <br/>  <br/> Hier fand wohl ein Polterabend statt. <br/>  <br/> Ganzer Platz ist mit zerschlagenen Porzellan überzogen. <br/>  <br/> Gruss
61408,Müll
61409,"Überfüllter, übelriechender Container der Zentralstrasse 72 steht seit Dienstag vor unserem Haus (Zentralstrasse 74) - davor bereits 1 Woche im Hof hinten. D.h. 2 Wochen alter Güsel! Neben dem Container und hinten im Hof stapeln sich weitere Abfallsäcke! Alpha Plan Hauswart konnte den Cntr 2 Mal am Montagmorgen nicht auf die Strasse stellen, weil der PKW des Geschäftsführers der Pizzeria Felice ständig hinten im Hof UNBEFUGT parkiert (kein Parkplatz!) und somit das Wegkarren des Containers blockiert. Alpha Plan kontaktiert - standardisierte Antwort erhalten! Verwaltung Seizmeir kontaktiert - standardisierte Antwort erhalten! Der Container wurde in den letzten Tagen 4 Mal verschoben. …wohl von erbosten Nachbarn, die den Gestank im Garten bzw. auf den Balkonen nicht ertragen wollten. Wie kann man sich gegen ignorante Verwaltungen wehren? Dieser Grüsel Container erhitzt seit Tagen die Gemüter der Anwohner. Vielen Dank für Ihre Rückmeldung Freundliche Grüsse Dominique Poppe"
61410,Styroporbox
61411,"Gemeldetes Velo steht immer noch da, wurde nie markiert. Mt freundlichen Grüssen"
61413,Abfallberg am Schanzengraben
61414,E-Trotti im Wasser
61415,Velo im Wasser
61418,Trottie im Fluss
61421,Mobiliar
61422,Gerät
61423,Paletten
61424,Stuhl
61425,Hier wurde Abfall deponiert.
61430,Schmiererei am Boden
61431,Schmiererei am Boden an ÖV Haltestelle
61432,Sehr schmutzig bei Züri Velo Feldegg
61434,Liegt seit Samstag hier. Adresse fehlt. Inhalt Kopierpapier
61436,Teppich
61437,Stühle
61438,Gestell
61439,Veloschrott beim Kübl
61440,"Abfallcontainer (kein Betriebskericht) wird regelmässig mit schwarzen, nicht gebührenpflichtigen Abfallsäcken vollgestopft. Der Container kann dann nicht mehr genutzt werden. Könnte der Kontrolldienst von ERZ hier allenfalls mal der / die Verursacher*in ausfindig machen? Danke!"
61442,"Darf ich Sie bitten den E-Graben zwischen Roessligasse und Kirchgasse vermehrt mit Kercher zu reinigen und vom Taubenkot zu befreien. Auch bitte ich Sie, den staedtischen Taubenschuetzen vermhrt im E-Graben Tauben zu entfernen. Vielen Dank und beste Gruesse"
61445,Unsachgemässe entsorgung
61446,"Liebes Team, entweder wart ihr so extrem schnell oder der / die Abfallsünder*in wurde auf die falsche Entsorgung durch Dritte aufmerksam gemacht. Jedenfalls wurden die gemeldeten schwarzen Kehrichtsäcke inzwischen wieder aus dem Container entfernt. Diese Info, damit das ERZ nicht vergeblich anfährt. Danke trotzdem."
61448,Seit Freitag hat wohl wieder einmal ein Bewohner seinen stuhl auf diese Weise entsorgt
61453,E-Roller im Wasser.
61454,Jemand hat gier ein Sofa entsorgt
61455,Seit mehreren Tagen hat es Sperrmüll bei der Treppe unterhalb der Tramhaltestelle Probstei.
61461,"Frei rumliegende Bauteile. Grüezi, ich habe das schon gemeldet und gemäss der Rückmeldung von euch hättecdas bis 17.4. Abgeholt werde....es liegt immer noch rum Vielen Dank fürs abholen, es ist viel zu gross um von uns entsorgt werden Freundliche Grüße Michaela Simek"
61468,"Ein netter Typ, in schwarzer Kleidung mit Zöpfen von den Ohren bis zum Bauchnabel, will seinen Schrank verschenken. <br/>  <br/> Leider ist der Ikea Pax Schrank auch mit Anleitung kaum zusammen zu bringen, geschweige den ohne. <br/>  <br/> LG"
61473,Seit 1 1/2 Wochen liegt hier dieser Abfall!
61474,"Jemand hat einen Teppich ""entsorgt"""
61475,"Illegale Abfallentsorgung, zum wiederholten Male"
61476,Ein altes Sofa wurde hier abgestellt.
61482,Müll am Strassenrand deponiert.
61483,Scherben und alter Abfall
61486,Guten Morgen Seit mehr als einer Woche steht beim Brunnen an der Bushaltestelle Loorenstrasse in 8053 Zürich Müll in einem Karton. <br/>  <br/> Freundliche Grüsse Nadine Rüegg
61487,Das Foto spricht für sich
61488,Schwarzentsorgang
61493,Walchestr.17 Passantin hat mich aufmerksam gemacht das die Velos schon seit eine Ewigkeit da stehen ob die entsorgt werden können .
61494,"Beinahe täglich von Scootern verstellter Aufgang und Trottoir. Danke vielmal für Massnahmen, auch auf übrigem Stadtgebiet."
61501,Stuhl und Stange
61502,Möbel
61503,Brett
61504,Lampe und Abfall
61505,Bettrost
61506,Elektro
61507,Tisch
61508,Ventilator
61510,"""Kleiderberg"" liegt hier besitzerlos auf der Bank. Bei der nahen Entsorgungssammelstelle sah es aus, als hätte man einen Wagen an Kleidern zwischen den Containers herumgeworfen. Derart viele lagen am Boden, halbmeterhoch, dass man nicht überall zu den Flaschencontainers laufen konnte. Ein paar nette und hilfsbereite Reiniger haben die grossen Berge an nassen Kleidern am Boden in eine Ecke verschoben, damit wir die Flaschen entsorgen konnten. Eine Entsorgerin sagte, dass sei seit einer Weile jede Woche so. kann man nicht etwas daran ändern? Texaid in Verantwortung ziehen, z.B. indem ihr Container öfters geleert wird? Oder diese Leute schnappen und büssen? Kameras im Entsorgungsareal aufstellen (inkl. Hinweistafel)?"
61511,Unrat auf Gehweg
61512,Komplett demolierter E-Roller.
61514,Situation artet aus!!! (schon wieder) <br/>  <br/> In der Bio Tonne erneut Zürisäcke <br/>  <br/> Abfall wird einfach angehäuft…. <br/>  <br/> Aktuell Reihenfolge der Container genau verkehrt herum …. Farbenblinde werfen so ihren Abfall in den Bio Container…. <br/>  <br/> Bitte um korrigierende Massnahme…. <br/>  <br/> Liebe Grüsse
61521,"Ein Bett wurde vor bereits ca. 2 Wochen am hinteren Ende des Enzianwegs deponiert. Der Rahmen wurde mal von jemandem mitgenommen, Matratze und Latenrost liegen nun seit Tagen da rum."
61522,Dieser Anhänger steht schon fast ein Jahr hier und er wird nie bewegt. Niemand weiss wem er gehört
61523,Dieser Abfalleimer lässt sich nicht mehr schliessen.
61535,Teile
61541,Dieses ausgebrannte Lastenvelo steht sicher über 6 Monate hier. Bitte mitnehmen
61550,Abfall
61551,Bettstatt
61552,Eingewachsenes Velo
61553,"Können Sie bitte im Quartier oder vor allem bei den umliegenden Hausnummern um die Nummer 35 darauf hinweisen, dass Papier und Karton an unterschiedlichen Tagen abgeholt werden. Heute stehen schon wieder Unmengen von Karton draussen obwohl Papiersammlung ist. Vielen Dank"
61555,Zwei Veloleichen vor der Badi Tiefenbrunnen
61556,Zwei Veloleichen vor der Badi Tiefenbrunnen
61559,Abfall auf der Straße.
61561,"Ich wohne in der Nähe und gehe oft in diesem Gebiet spazieren. Leider bleibt nach dem Grillieren häufig Abfall liegen, der dann von Tieren verstreut wird. <br/>  <br/> Da es in der Umgebung keinen Abfalleimer gibt, wird der Müll vermutlich nicht mitgenommen. Bitte prüfen Sie die Möglichkeit, einen Abfallbehälter aufzustellen, um die Verschmutzung zu reduzieren."
61563,3 Einkaufswagen stehen seit Tagen rum
61565,Lavabo
61566,Jemand hat unter der 64/Zürich-Ost bei der Hundewiese Aubrugg einen E-Scooter in den Fluss geworfen.
61576,Veloschrott
61577,"Grill, Hometrainer und diverser Abfall"
61583,Illegal Abfallentsorgung.
61590,Möbel
61591,Abfall auf Kasten
61592,"Abfallwilddeponie Bertastrasse; seit letzter Woche Karton/Abfallberge an der Bertastrasse, das permanente Ärgernis, Container stehen rum, Karton wird 1 Woche zu früh rausgestellt. Bitte eine Warn/Infotafel anbringen: Abfallwild-Deponie verboten, Containerabfuhr nur Montags, nur alle 2 Wochen Kartonabfuhr (Datum). Abfall zieht Abfall an! Bertastrasse eine der schönsten Wohnquartierstrassen in Zürich...?"
